review
"얼마 안 했지만 정말 정말 재밌어요
전 초반부터 유튜브 보고 여러 파일 깔아 남편 얼굴 성형 시켜줘서 잘생긴데 일 안 하는 남편이랑 살고 있숩니당.
스팀에서 처음으로 사 본 게임이라 그른지 너무 애정해뇽"
"세바스찬-담배피고 이 안닦고 뽀뽀함, 의외로 모쏠임. 그나마 젤 잘생겨서 결혼하기 낫배드
하비-의사라서 결혼했는데 개못생기고 목요일마다 에어로빅 다녀서 이혼함; 콧수염 안자르냐?
엘리엇-결혼하고 몇년을 살았는데 왼쪽얼굴 못봄. 아침마다 커피 타주는데 직업도 없고 한량같아서 이혼함
셰인-알코올 중독자. 술 끊었다는데 맥주 선물해주니까 좋아 죽음ㅋ 근데 친해지면 파란색 닭 얻을 수 있어서 낫배드.
노숙자랑 결혼하는 루트 나오면 좋겠음. 의외로 궁금함"
이거 초반에 진짜 재밌는데 가면갈수록 할게 너무 많아서 피곤함 내가 겜을 하는건지 일을 하는건지 구분이 안되기 시작할때가 있을거임 근데 재밋음 ㅊㅊ
"한국인들이 좋아하는 게임 처음에만 조금 어렵고 계속 하면 쉬움. 가격도 적당하고 편한 마음으로 뇌 빼고 하기 좋은 게임.
게임 캐릭터가 조금 못생겼는데 모드 깔면 괜찮다."
"했던 농장 게임들 중에서는 스타듀밸리를 넘는 게임을 본적이 없네요..
앞으로도 계속 할 것 같고 후속작도 정말 기대가 됩니다"
"너무 재밌어요!
요즘 게임들을 보면
거의다 때리거나 싸울수 있는 요소가 있어서
힐링게임을 해도 조금 힐링 같지 않음을 느꼈는데
이 게임은 힐링 그 자체에요 
너무 재밌고 돈이 아까운 생각이 안드네요

대신 시간이 순삭이니 조심해야 할것 같습니다"
나는 순수한 마음으로 선물을 줬을 뿐인데 그녀는 더럽다고 했어. 난 상처를 받았지. 그러니 결혼으로 공격할거야.
"잔잔한게 재밌네요. 도파민 필요하신분께는 비추, 힐링게임 찾으시는분께 추천. 할 수있는게 상당히 있습니다."
나를 짝사랑하는 여자와 함께 이 게임을 즐겼다.. 그녀는 이 게임을 질려해서 혼자 게임을 하고 있다.. 지독한 여자...  그녀는 지독해...
"너무 푹 빠질것같아 시작안했었는데..
첫날엔 그냥저냥 할만하네~ 로시작해서 일주일도 안되서 중독 미쳤습니다...
너무너무 재미있어요"
안녕 동규야 나는 승연이라고 해 너 계정 잘 썻어 고마워 이게임 추천합니다
지루할줄알았는데 너무 재밌어서 한번할때마다 기본2시간은 그냥 지나감
"초반에 공략 안보고 하다가 진엔딩 보고 싶어져서 빡겜함 
299시간 찍고 완벽함 달성하니까 더 이상 콘텐츠가 없음... 1.7 나오면 돌아옴"
마을에서도 슬라임이 키워지네요 2천마리쯤 증식시켰는데 친구 컴퓨터에서 랙걸려서 잡음ㅠㅠ
이 게임이 제 인생을 망쳤습니다. 벌써 플레이타임 90시간을 돌파했습니다.
"바닐라도 재밌지만 여러 모드 깔아서 하는 재미도 쏠쏠함. 모바일 스듀하다가 넘어왔는데 pc 스듀가 더더더더더더더더더더더더더더더더 재미있음. 리텍 깔아서 하는것도 굿/
"
재밌는데 컨텐츠가 좀 부족하네용 메인스토리가 하나쯤 있으면 좋을거 같단 생각이 듭니다
화이팅 전예서 예보서지형자우지러브젤하ㅣ우스
DLC로도 충분히 엄청난 돈을 벌 수 있었을텐데 개발자님은 정말 대단하신분
"아오지탄광과 집단농장을 체험할 수 있는 공산주의게임
돈 공유로 하면 진짜 공산주의임"
아이패드로 다깨고 이제 컴으로 모드깔아서 해보네요 너무재밌어요 고3때공부안하고스듀했어요
"너무 재밌어서 스타듀밸리 같은 게임을 찾아다녔는데, 스타듀밸리 만한 게임이 없었다."
71시간정도 하니깐 튜토리얼 끝나감. 좀만 더 하면 감 잡을듯 ㅎㅎ
아직 초보인데 할만하고 재밌음 한번빠지면 이거만 계~속함
그래서 이게 극한의 효율충들이 모인다는 게임인가요
"즐길 요소가 많아서 쉽게 질리지 않음
돈이 아깝지 않음"
"리소스팩 먼저 끼고 게임을 접해서 몰랐다.
분명 다들 꽃미남에 꽃미녀들 이었는데"
진심 너무 재밌습니다. 성인들이 힐링하고 즐기는 게임 중독성이 장난이 아니네요
맵 전체에 통발깔고 동생한테 수거하라고 시켰다가 동생이 도망갔습니다.
재밌어요 여러가지 모드도 같이하니까 안질리고 계속할수있을거같음!!
"나의 작은 크로버스, 영겁의 시간동안 함께하는 거야 찍찍"
"갓겜. 살면서 한 번은 꼭 해 봐야 하는 게임.
이거 하려고 스팀 깔았다"
아직 좀 더 해봐야 할 거 같지만 지금까지는 재밌네요
생각을 비우면서 할 수 있어서 좋음 하다보면 졸림..
플탐 쪽팔려서 오프라인으로 돌리고 겜해야 함
완벽주의자에겐 너무한 게임이야ㅠ 게임하기 전에 공부부터 해야겠다
ㄹㅈㄷ 힐링임 진짜 살까말까 고민하지마시고 바로 ㄱㄱ!!!
"결혼상대들이 너무 못생김!!!!
The marriage partners are so uglyyyyyyyyyyyy
結婚相手は本当に不細工です
结婚对象长得真丑。T.T
Le partenaire de mariage est vraiment moche............."
100시간을 달려 엔딩 까지 봤슴다 시간가는줄 모르는 인생게임중 하나임
흠 힐링대신 조지 회사 보다 더 빡빡하게 살았습니다.
하... 차라리 로판 빙의말고 여기에 빙의하겠소.
"신기하게도 혼자서는 안 하게 되는 게임.,."
마을 주민 호감도 전부 10 채워둬서 클린트랑 이벤트컷신뜰까봐 들어가기 무서움
포맷을 했더니 내 와이프가 사라졌어요. 내 메디 어디갔어
나는 8번의 결혼을 하고 5번의 이혼을 경험했다
"재미있어요

한때 정말 재미있게 했습니다.
무궁무진한 컨텐츠, 흥미로운 스토리, 귀와 눈을 기분좋게 만들어주는 풍부한 사운드와 아기자기한 그래픽까지
완벽합니다. 강추"
시간때우기 정말 좋은게임.. 한번 빠지면 밤새서도 함
게임 사보고 조금 해봤는데 할게 없네요 조금만 더 해봐야할듯
도트 그래픽이 아름답고 플레이 방식이 무궁무진해서 좋아요! 분명 힐링하러 왔지만 노동만 즐겁게 하고 간 게임....! 다음 업데이트도 기다릴게요
친구랑 심심할 때 하기 좋음 서로 취향 알아갈 수 있는 게임
"2년차 여름에 스타프루츠로 농장을 도배해버림
"
3년뒤엔 나도 이것과 비슷한 게임을 만들어 놨겠지.
몇일 밤새면서 하니가 진짜 농사보다 힘듦;
"외국인 : 내 농장 예쁘지?
한국인 : 경제개발 5개년 계획"
약 140시간 지나면 슬슬 권태기 올 수 있음. 근데 난 재미있음
이 게임을  350시간 했지만 난 아직도 뉴비다.
하다보면 조금 질리긴 하는데 재밌어요! 추천합니다!
몇시간 안하긴 했는데 재밌음.
"When you want to live in the city, but want to be free."
👍 이것도 시간 순삭 시키는 겜중 하나 모바일로도 할만함
시간가는 줄 모르게 일만하는 한국인...
제 아내 헤일리를 욕하시면 저도 더이상 못참습니다..후.....
농사가 여간 어려운 일이 아님. 내게 남은 것은 썩은 감자밭뿐이야.
오래오래 클래식이 될 것 같은 게임
겁나게 바쁘고 피로한 힐링게임
"이만큼 했는데 심심할 때마다 켜고 있음
뭔가 잘못됐다"
역대급띵작 컨텐츠가 끊이질않는다 갓겜추
뭐? 이리듐? 그거 한 50하냐? 낚시 일주일 좀 더 하면 되겠지...
"시간이 살살 녹아요...!
16000원이 아깝지 않은 게임!"
아직 1시간 밖에 못했지만 정말 재밌는거 같아요 ~!
난 아직 이 게임 여캐들의 디폴트 얼굴을 모른다
스듀할 시간에 공부했으면 ㅅㅂ 서울대 갔지
해 마다 찾아오게 되는 그 농장
클린트랑빨리결혼하고싶어요업뎃빨리해듀데염❤❤❤❤❤❤
살려줘 어떻게 나가는거야 대체
"단순히 생각없이 하기좋은 힐링겜
"
너무 재밌는 농사 게임이다. 다들 깔아라
시간 가는 줄 모르고 118시간을 쳐해버렸노 ㅋㅋ
완벽 그 자체의 게임 꼭 하셈
걍 해보면 개재밌음 무조건 해보셈
오늘 처음해보는데 재밌네요
"더 말할 필요가 있나요?
갓겜"
1.7나오면 그나마 할거생기겠지
게임이 너무 어려워여 힐링게임이 아니에요
잔잔한 농장 게임 좋아하면 ㄹㅇ 강추!
재밌는데 한 5배정도는 더 하드했으면..
전생트럭 치이면 여기 가고싶음
근본은 아니지만 이제 근본이 된
시간 가는 줄 모르고 합니다 굳굳
동굴에서 살고 싶은데 하루가 너무 짧아요
뇌빼고 하면 망하는 힐링게임
제 마음은 아직도 스타듀밸리에 있어요
개쩜. 힐링. 시간순삭. 개추.
재미없어요 개발자가 잘생겻어요
진짜 역대 최고의 힐링게임
현실 그만 살고 다들 농사하길..
"갓근-본 게임
이걸 누가 안 함?"
시간 순삭 인생이 지루하다면 추천합니다
힐링.. 동숲 좋아하신다면 이걸 더 좋아하실겁니다
평생 농사만 짓고 살고 싶어요
귀농은 안할거ㅓ같아요ㅛ
아........... 진짜 이제 갓 밭 가는 중인데
한번 시작하면 500시간동안 함 그러고 500일 이후에 다시 500시간 함
현실과 펠리컨마을이 구별이 안돼요
"울타리 고치기 , 건초 채우기"
제작자 있는 곳에 절해야 됨 정말 감사합니다
"진짜 재밌음, 시간 순삭,"
시간가는줄 모르고 하는게임
저의 인생게임이에요
모동숲을 뛰어넘은 힐링게임
셰인이 져보고 꺼지래여ㅠㅠㅠ 싸가지 없는넘
죽기전에 한번은 해봐야될 게임
"이건 게임이 아니다 이건 ""삶""이라는 것이다..."
"끊기 없는 사람들에겐 비추
"
시간 태우기 좋은게임.
그냥 이게 현생같음
이거 하면 삶의 질이 올라감
이 정도 했으면 현실 귀농해도 될 듯
갓겜 평생 업뎃해주세여
오 맙소사 정말 재밌다
스듀는 못 참 치 희ㅡ희
시간 갈 줄 모르는 게임
난 여기가 내 진짜 인생이야
Good game
생각없이 노가다 재밌음
"장점:시간가는줄모른다
단점:시간가는줄모른다"
힐링X 효율적 노동O
나도그만하고싶다
클린트 리텍 적용도 안 했었는데 ㅋㅋㅋㅋㅋㅋ
i love this game
바닐라가 진짜 재밌는건데
최고의 귀농 게임
1인 개발의 기적
"쫌 재밌음
"
인생과 삶 그 자체
존잼 미연시와 다를게 없습니다!
good
최고의 ㄱㅔ임
재밌어용
제 인생이 여기에 있어요......
줜나 재밌어요!
goat
펠리컨 마을로 보내다오
very fun
재밋서요 하비 사랑해
Classics Never Die
낚시가 재밌읍니다
good
나의 두번째인생....
잼떠요
내가 니들 따까리냐 ㅆ발
내인생임
그냥사셈
나의 또다른 삶.
힐링겜 GOAT
재밌어용
인생게임
이거 내가 봤을 때 힐링 게임 아님
너무 재미있어요 안질리고
시간 뚝딱 재미 뚝딱 농장
힐링 많이 된다
갓겜 모바일도 삼
최고의 연애 시뮬레이터
이것보다 갓겜일 수 없다
"여기가 진짜 삶이야
"
재밌어요
기분 좋은 게임
"음 재밋어요
"
개꿀잼
이거 재밌어용 ^^
리스크 없는 귀농
피자벽지는 못참지
와 인 조 아
짱재미슴 힐링됨
할아버지 저는 성공한건가요?
이게 인생이지
힐링되는 소중한 게임
나도 펠리컨 마을 살고 싶다
지루함 재미없음
여친이랑 하기 좋아요!
재밌어요
time eater
꿀잼
강태공 시뮬레이터
인생겜
개힐링겜
재밌어요
너무 재미있어서 좋습니다
뭐야 내 시간 돌려줘요
개추 게임
개꿀잼 ㅋㅋ
순수재미 고트
재미뗘 재미뗘!
재밌음
헤일리 개이쁨
재밌어요
너무 재밌음..
내 전부 내 세상 내 사랑
돌고돌아 다시 옴
엄청 재밌ㅅ어요
귀농함
시간 가는줄 모름
"뭐 그럭저럭 한시간 정도한듯
"
친구들과 하기좋다
농사합시다
재밋네요 ..
그냥 좋습니다.
재밌음
이ㅣ고 재밋다
내 고향임
셰인최고
재밌어요
재밌음
"재미썽요
"
연나 재밋슨
행복해요
엘리엇 사랑한다
질려요
정실은 페니
개지림
좀더해보고
재미있어요!
현실순삭
애들 성형 시켜야 미연시 할 맛 납니다.
"재밌습니다
"
"두덕리 온라인
"
꿀잼
갓겜
왜 안해..?
재밌다
재밋어요
셰인이예뻐요
MY LIFE
잼난다
하셈
재밌어요
이제 좀 질림...
물주기
존나재밋엉
할만함
좋아요
GOAT
GOAT
굿굿~
사랑해
굿굿
"앙!
"
농사짓자~~
빨리질림
야르
woalTYdjdy
my life
안질려요
굿
굳
"굿
"
john jam
굿
굿
굿
rktrpa
★★★☆☆ (3/5)
굿~
굿
맬렁맬렁
rny
사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스 사랑해알렉스
"씨앗 살 돈이 없어 농사도 못 짓고 한량같이 낚시만 하며 살았던 농부 1년차의 일상
돈이 좀 모였길래 씨앗을 많이 사서 심었더니 다음 날 아침에 보인 건 까마귀의 붉은 눈과 파먹힌 밭
뒤늦게 허수아비를 만들었지만 이번에는 벼락맞은 밭을 보며 드는 생각은 게임에서마저 귀농생활은 참 쉽지 않구나

매주 선물 2개씩 친구비를 상납해야 마음을 열어주는 마을주민들
일면식도 얼마 안 된 이방인에게 남의 집 침실에 두고 온 바지를 찾아와달라는 마을시장
동네 잡화점에 작물을 급매했더니만 마을주민들은 농부 면전에 대고 상점주인이 이딴 쓰레기는 어디서 구해왔는지 모르겠네 하면서 쿠사리를 먹였고(근데 저품질이래봤자 마을사람들이 나한테 선물이라며 보내온 것들과 같은 품질이다)
좋은 품질로 납품했더니만 이번에는 상점주인이 본인이 키운 거라며 택갈이하거나 10배 가격으로 혐사치고 있다
이 인성파탄난 상점주인은 마을 공동체 의식에 호소하며 서비스 우수한 경쟁업체의 보이콧을 선동하기도 하는데,
여기에 그 누구도 언짢은 내색이 없는 것을 보니 이것들이 나한테 하던 것들은 텃세였나

사막이나 열대 휴양지에 가서까지 던전가서 시간에 쫓기며 채광하고 슬라임 청소하는 농부 2-3년차의 일상
(근데 작물 성장촉진제의 주 원료인 방사능 원석을 맨몸으로 캐는 내 몸뚱이는 이대로 괜찮은가)
이제 슬슬 농장과 집 내부를 사람 사는 곳 답게 꾸미고 싶은데 공간이 없길래,
사막(내 땅 아님)에는 참나무를 무단으로 심고, 휴양지의 넓은 자연에는 술통을 도배하기 시작했다
그리고 내 땅으로 돌아와 땅 몇번 갈고 가구 몇번 옮기니 매번 하루가 끝나버리는 데서 게임에서마저 인생의 부질없음을 느끼며
업적 다 깨고 플레이타임을 보니 어느새 200시간을 넘었더라

이게 귀농힐링겜이 맞는지에 대해서는 위와 같이 참 많은 의문이 들었지만… 그래도 계획적으로 일해서 목표를 하나하나 달성하는 재미로 힐링하기로는 재밌게 잘 만든 게임입니다"
C
df
dd
""
d
.
"아직 많이는 못했지만 재미있는듯?
몇시간 조금만 더하면 ㄹㅇ 감잡을거같음"
"농사하고 장비 업글하고 번들모으느라 연애 못하고 결혼 못함 여기서도 한국인같이 살고 싶지않았는데...
"
"재밌어요.
친구들이랑 같이 하는데.

농장이 현실이며, 밭에 딸기들이 무럭무럭 자라는 대농장 주인입니다.
그렇게 생각하기로 했어요.
아무튼 현실입니다. 네.

하도 많이 해서 효율 따지는 작물보다 예쁜 작물을 골라서 키우고 있네요. 
저는 맥주 공장/ 포도 와인 공장 주인 놀이합니다.



+남자친구 직업이 ㄹㅇ농부인데, 게임도 농사를 해요.
서리 + 놀리기 = 상당히 재밌네요. (방긋)^^ㅎ
감자같이 생긴 녀석, 감자나 심어라!!!"
"내가 만약 시간을 녹이고 싶다. 현생을 살고 싶지 않다 하는 사람에게 추천,

여러명이서 일 분담해도 매일매일 시간이 부족하고 뭐가 항상 부족한 거지 같은 겜.

페니야 사랑한다 시발 진짜 밥 해주는 거 존나 고맙다 ㅅㅂ  내가 다이아 많이 갖다줄게...

"
걍 존나 재밌음./..... 너무 재밌어서 퇴사하고 싶음..이것만 하고싶음..
200시간 가까이하면서 진엔딩까지 봤는데 초반에 돈모으면서 노가다하는 재미는 상당하지만 그 이후 돈을 많이 벌게되면서 컨텐츠가 떨어지게 되었을땐 재미도가 떨어진다. 그래서 이후로는 모드를 추가해서 더 재밌게 플레이하는게 좋을듯
"도전 과제 전부 달성한 후기

엄청나게 많은 콘텐츠들로 지루할 틈이 없고, 도전 과제 달성을 목표로 한다면 달성해나가는 과정에서 정말 재미를 느낄 수 있는 게임"
"색감 리텍, 캐릭터 리텍 꼭 끼시구 편의성 모드 꼭 하세용..ㅜ 진짜 적당히 편하고 재밌어서 중독성 야떔"
"전투 컨텐츠를 좋아해서 인간 관계, 농장 관리는 진작에 때려치고 던전만 돌았다. 그래도 꽤 재밌게 느껴졌던 걸 보면 잘 만든 게임인 것 같다."
너~~무 재밌어요 스팀 게임한 것 중에 플레이 시간이 제일 많아요 근데 스토리가 조금 더 있었으면 좋겠다는 바램입니다ㅠㅠ
"유명한 갓겜인 만큼 역시나 재밌음. 스팀 설치하고 가장 처음, 오래한 게임인듯. 가끔 생각나면 한 번씩 하게 되는 게임."
제가 원래 컴터게임을 아예 안하는 사람인데 이거는 125시간째 하고있어용! 다들 스타듀밸리하세용 야호
"Stardew Valley는 처음엔 그냥 농사 게임인 줄 알았는데 하다 보니 생활 자체가 되는 게임이다. 작물 키우고 낚시하고 마을 사람들 만나면서 하루하루 보내다 보면 시간 가는 줄 모르게 된다. 강요하는 것도 없고, 빨리 하라고 재촉하지도 않아서 마음 편하게 즐기기 좋다. 그래픽은 단순한 픽셀인데 이상하게 정이 가고, 음악도 잔잔해서 켜놓고만 있어도 힐링된다. 혼자 해도 좋고, 친구랑 같이 하면 또 다른 재미가 있다. 복잡한 게임에 지쳤을 때 켜면 딱 좋은, 오래 두고 천천히 즐기게 되는 게임이다."
"눈 깜짝하면 게임 내 시간처럼 실제 시간도 순삭 당해버리는 게임..

처음엔 너무 악랄한데 돈이 벌리면 벌릴수록 너무 뿌듯하고 
 브금도 너무 좋고, 힐링 만점에 더 빠져들고,
숨 가쁘게 일하다가 할 게 없는 날이 오게되면 이스터에그 찾는 재미도 쏠쏠하고,
펠리컨 마을 실세의 비밀들 파헤치는 것도 재밌고,
맘에 들기가 참 어렵지만 솔로인 모든 여자 남자 다 꼬실 수 있고,......
아니,. 그니까 아무튼 그냥 너무 좋아여"
솔직히 이 게임? 심심할 때 하기 좋은 것 같다. 성실함이 없는 사람으로서 너무 좋음^^ 근데 꾸미기나 그런거 좋아하면 하는걸 더 추천함.
"독보적인 힐링 게임. 심즈, 마인크래프트를 재밌게 했다면 이 게임도 재밌게 할 수 있을 것,"
"따뜻한 도트 그래픽과 감성적인 음악 속에서 나만의 농장을 가꾸며 지친 일상을 치유받을 수 있는 최고의 힐링 게임입니다 농사와 낚시, 광산 탐험은 물론 주민들과의 소중한 인연까지 즐길 수 있어 매 순간이 지루할 틈 없이 다채롭고 즐겁습니다 출시 후에도 이어지는 꾸준한 무료 업데이트와 방대한 콘텐츠 덕분에, 한 번 시작하면 시간 가는 줄 모르는 인생 게임으로 강력 추천합니다."
"재밋사요 머들,ㄹ 껏;거 ㅚ헤[렘ㅇㄴ의 정점에 ㅛㅓ조세료"
"멀티가 있긴 하지만 혼자하는게 자원을 독식해서 좋음
시야가 모니터 해상도 따라감 4k쓰니까 천리안임ㅋㅋ

나중에 여자친구 생기면 하자고 해야지"
"진심으로 최고의 게임... 어떻게 만들었을까 이런 최고의 게임을... 하다가 질리는데 또 어느 순간 생각나서 하게 됨. 500시간 동안 모드 한 번도 안 쓰고 리텍만 사용했는데도 재밌음..  진짜 겜 중에 최고라 생각함. 언젠가 대확장모드도 할테야
~~~~~~~~!~~!~!~ 업데이트 계속 해줘요~~~~~~~~~~!~! 평생 할게욤 할머니 돼서도 할거임"
"농장 운영 게임은  돌고 돌아서  이 게임이 최고임
오랜만에 접속하니까 컨텐츠도 많아지고 새로운 것도 많아져서 시간 가는줄 모르고 플레이함;"
"혼자 여우롭게 해도 좋고 멀티해도 좋은 게임.
아침에 일어나면 씨앗에 물 주는 사람 한 명, 가축 돌보는 사람 한 명,  낚시하는 사람 한 명, 나무 캐오는 사람 한 명, 광산 가는 사람 한 명, 요리 연구하는 사람 한 명, npc랑 호감도 쌓는 사람 한 명, 농장 꾸미는 사람 한 명, 번들을 비롯한 이 모든 걸 관리 감독하는 사람 한 명, 한 9명이서 하면 적당한 게임인듯."
"같이 할 사람이 없어서 혼자 하기 애매해 안하게 됐는데 아직도 가끔 땡기는 게임이에요
친구들이랑 달리 천천히 요리하고 풍차 세우고 천천히 즐기는데 다들 빨리빨리 마인드로 해서 아쉬울 따름이네요
어쨌든 한 번쯤은 찍먹 해 볼만한 게임이에요"
"평소엔 타이쿤, 시뮬레이션을 좋아하는 사람이라면 정말 즐겁게 플레이 할 수 있을것 같아요!"
만약 게임을 시작할때 삶에 지쳐 힐링하겠다는 생각으로 오게 되면 힐링이 아닌 또 다른 부업을 하게 될 것이다
"동물의 숲, 심즈 같은 부류의 게임을 즐겨하지 않지만 굉장히 재밌게 몰입해서 플레이 했다.

다른 사람이 플레이 하는걸 보면서 하지 말고 혼자서 조용히 하는게 더 재밌다. 효율 같은거 따지지 말고 끌리는 대로 플레이 하자. 이건 힐링 게임이니깐.

현실 도피 하고 싶을 때 내게 힐링이 되어주었던 게임이다."
"시간 가는줄 모르고 재밌게 즐기고 있는 게임입니다! 
이번에 업데이트도 새로 한다고 하니 더욱더 기대 되네요!"
"모바일로 파다가 리텍이나 모드 써보고 싶어서 스팀판 구매!
올타임 레전드 게임
"
공략 안보고 10시간째인데 아직 자기소개할 사람 1명을 못찾고 있음;; 아무리 찾아도 안보여요..
본인이 커플이라면 즐겁게 할만한 게임. 아니면 이 게임을 어지간히 좋아하지 않는 이상 할 동기부여가 생기지 않는 그런류의 게임.
한번 하기 시작하면 시간가는줄 모르고 하게됩니다! 오래 하진않고 아직 진행중이지만 천천히 즐기면서 하고있어요!
"처음 설명에서 배송상자는 물건을 넣어두면 새벽에 NPC가 가져가면서 판매금액을 넣어두는 설정으로 나옵니다.
그런데 실제로 플레이 해보면 배송상자에 한번 넣은 물건은 당일에도 마음대로 뺄 수가 없게 되어있어요.
제 기준에는 좀 치명적인 설정 오류네요..."
"얼마 안 했지만 정말 정말 재밌어요
전 초반부터 유튜브 보고 여러 파일 깔아 남편 얼굴 성형 시켜줘서 잘생긴데 일 안 하는 남편이랑 살고 있숩니당.
스팀에서 처음으로 사 본 게임이라 그른지 너무 애정해뇽"
"세바스찬-담배피고 이 안닦고 뽀뽀함, 의외로 모쏠임. 그나마 젤 잘생겨서 결혼하기 낫배드
하비-의사라서 결혼했는데 개못생기고 목요일마다 에어로빅 다녀서 이혼함; 콧수염 안자르냐?
엘리엇-결혼하고 몇년을 살았는데 왼쪽얼굴 못봄. 아침마다 커피 타주는데 직업도 없고 한량같아서 이혼함
셰인-알코올 중독자. 술 끊었다는데 맥주 선물해주니까 좋아 죽음ㅋ 근데 친해지면 파란색 닭 얻을 수 있어서 낫배드.
노숙자랑 결혼하는 루트 나오면 좋겠음. 의외로 궁금함"
이거 초반에 진짜 재밌는데 가면갈수록 할게 너무 많아서 피곤함 내가 겜을 하는건지 일을 하는건지 구분이 안되기 시작할때가 있을거임 근데 재밋음 ㅊㅊ
